"","Number","Episode","Link.url","Link.title","BaseURL","Path","Sponsor","Host"
"32",21,"21: The Transitive Property of Nerdiness","https://alpha.app.net/jaste/post/7417570","means of identity","alpha.app.net","/jaste/post/7417570",FALSE,FALSE
"33",21,"21: The Transitive Property of Nerdiness","https://www.dropbox.com/developers/datastore","Dropbox Datastore API","www.dropbox.com","/developers/datastore",FALSE,FALSE
"34",21,"21: The Transitive Property of Nerdiness","https://www.dropbox.com/developers/datastore/docs/js","JavaScript API","www.dropbox.com","/developers/datastore/docs/js",FALSE,FALSE
"35",21,"21: The Transitive Property of Nerdiness","http://filetransporter.com/atp","Transporter","filetransporter.com","/atp",TRUE,FALSE
"36",21,"21: The Transitive Property of Nerdiness","http://audiblepodcast.com/atp","Audible","audiblepodcast.com","/atp",TRUE,FALSE
"37",22,"22: Full Brichter","http://www.marco.org/bugshot","Bugshot","www.marco.org","/bugshot",FALSE,TRUE
"38",22,"22: Full Brichter","http://www.synology.com/products/spec.php?product_name=DS1813%2B&lang=us","Synology DS1813+","www.synology.com","/products/spec.php",FALSE,FALSE
"39",22,"22: Full Brichter","http://www.freenas.org","FreeNAS","www.freenas.org","",FALSE,FALSE
"40",22,"22: Full Brichter","http://www.studionetworksolutions.com/globalsan-iscsi-initiator/","globalSAN initiator","www.studionetworksolutions.com","/globalsan-iscsi-initiator/",FALSE,FALSE
"41",22,"22: Full Brichter","http://www.attotech.com/products/product.php?scat=17&sku=INIT-MAC0-001","ATTO initiator","www.attotech.com","/products/product.php",FALSE,FALSE
"42",22,"22: Full Brichter","http://www.shirt-pocket.com/SuperDuper/SuperDuperDescription.html","storage expert Dave Nanian","www.shirt-pocket.com","/SuperDuper/SuperDuperDescription.html",FALSE,FALSE
"43",22,"22: Full Brichter","http://www.backblaze.com/atp.html","Backblaze","www.backblaze.com","/atp.html",TRUE,FALSE
"44",22,"22: Full Brichter","http://www.crashplan.com","CrashPlan","www.crashplan.com","",FALSE,FALSE
"45",22,"22: Full Brichter","http://www.haystacksoftware.com/arq/","Arq","www.haystacksoftware.com","/arq/",FALSE,FALSE
"46",22,"22: Full Brichter","http://blog.plasticsfuture.org/2006/03/05/the-state-of-backup-and-cloning-tools-under-mac-os-x/","Backing up Mac filesystem metadata","blog.plasticsfuture.org","/2006/03/05/the-state-of-backup-and-cloning-tools-under-mac-os-x/",FALSE,FALSE
"47",22,"22: Full Brichter","https://github.com/n8gray/Backup-Bouncer","Backup Bouncer","github.com","/n8gray/Backup-Bouncer",FALSE,FALSE
"48",22,"22: Full Brichter","http://skowron.biz/artikel/backup-services/","current scores of online backup apps","skowron.biz","/artikel/backup-services/",FALSE,FALSE
"49",22,"22: Full Brichter","https://itunes.apple.com/us/podcast/apple-keynotes-hd/id470664050","Apple Keynotes podcast feed","itunes.apple.com","/us/podcast/apple-keynotes-hd/id470664050",FALSE,FALSE
"50",22,"22: Full Brichter","http://mindblitzapp.com/atp","Mind Blitz","mindblitzapp.com","/atp",FALSE,FALSE
"51",22,"22: Full Brichter","http://filetransporter.com/atp","Transporter","filetransporter.com","/atp",TRUE,FALSE
"52",23,"23: The X Or The X","http://www.ifixit.com/Teardown/AirPort+Extreme+A1521+Teardown/15044/1","iFixit teardown of the new AirPort Extreme","www.ifixit.com","/Teardown/AirPort+Extreme+A1521+Teardown/15044/1",FALSE,FALSE
"53",23,"23: The X Or The X","http://david-smith.org/blog/2013/07/16/apples-answer-on-upgrade-pricing/","_DavidSmith on Logic X's pricing","david-smith.org","/blog/2013/07/16/apples-answer-on-upgrade-pricing/",FALSE,FALSE
"54",23,"23: The X Or The X","http://www.youtube.com/watch?v=EtN3-hRV3n4","Marble Madness","www.youtube.com","/watch",FALSE,FALSE
"55",23,"23: The X Or The X","http://agiletortoise.com/drafts/","Drafts","agiletortoise.com","/drafts/",FALSE,FALSE
"56",23,"23: The X Or The X","http://www.squarespace.com/atp","Squarespace","www.squarespace.com","/atp",TRUE,FALSE
"57",24,"24: Double Meta","https://github.com/ccgus/fmdb","FMDB","github.com","/ccgus/fmdb",FALSE,FALSE
"58",24,"24: Double Meta","https://itunes.apple.com/us/app/fast-text/id376634510?mt=8","Casey's app, Fast Text","itunes.apple.com","/us/app/fast-text/id376634510",FALSE,FALSE
"59",24,"24: Double Meta","http://en.wikipedia.org/wiki/The_Wizard_%28Seinfeld%29","name","en.wikipedia.org","/wiki/The_Wizard_(Seinfeld)",FALSE,FALSE
"60",24,"24: Double Meta","http://www.joelonsoftware.com/items/2013/07/22.html","Victory Lap for Ask Patents","www.joelonsoftware.com","/items/2013/07/22.html",FALSE,FALSE
"61",24,"24: Double Meta","http://hover.com/atp/","Hover","hover.com","/atp/",TRUE,FALSE
"62",24,"24: Double Meta","http://23andme.com/atp","23andMe","23andme.com","/atp",FALSE,FALSE
"63",25,"25: Thrustmaster Joystick","https://www.rescuetime.com/","RescueTime","www.rescuetime.com","/",FALSE,FALSE
"64",25,"25: Thrustmaster Joystick","https://itunes.apple.com/us/app/fast-text/id376634510?mt=8","Fast Text","itunes.apple.com","/us/app/fast-text/id376634510",FALSE,FALSE
"65",25,"25: Thrustmaster Joystick","http://www.marco.org/2013/07/31/the-app-store-problem-is-not-price","sales of Bugshot","www.marco.org","/2013/07/31/the-app-store-problem-is-not-price",FALSE,TRUE
"66",25,"25: Thrustmaster Joystick","http://www.theguardian.com/technology/2013/aug/07/google-chrome-password-security-flaw","Chrome's controversial plaintext-password feature","www.theguardian.com","/technology/2013/aug/07/google-chrome-password-security-flaw",FALSE,FALSE
"67",25,"25: Thrustmaster Joystick","https://news.ycombinator.com/item?id=6166731","Justin Schuh's defense of the design","news.ycombinator.com","/item",FALSE,FALSE
"68",25,"25: Thrustmaster Joystick","http://en.wikipedia.org/wiki/Kali_%28software%29","Kali","en.wikipedia.org","/wiki/Kali_(software)",FALSE,FALSE
"69",25,"25: Thrustmaster Joystick","http://caseyrumors.com/","caseyrumors","caseyrumors.com","/",FALSE,FALSE
"70",25,"25: Thrustmaster Joystick","http://23andme.com/atp","23andMe","23andme.com","/atp",FALSE,FALSE
"71",25,"25: Thrustmaster Joystick","http://www.squarespace.com/atp","Squarespace","www.squarespace.com","/atp",TRUE,FALSE
"72",26,"26: Three Phones Ago","http://blog.instapaper.com/post/57817543037","Instapaper's web redesign beta","blog.instapaper.com","/post/57817543037",FALSE,FALSE
"73",26,"26: Three Phones Ago","http://www.joelonsoftware.com/articles/fog0000000069.html","Rewriting a codebase from scratch","www.joelonsoftware.com","/articles/fog0000000069.html",FALSE,FALSE
"74",26,"26: Three Phones Ago","http://prog21.dadgum.com/177.html","writing for maintainability","prog21.dadgum.com","/177.html",FALSE,FALSE
"75",26,"26: Three Phones Ago","http://chambersdaily.com/bradleychambers/2013/8/3/regular-people-have-no-idea-how-to-manage-photos-their-iphone","smartphone photo management and backup","chambersdaily.com","/bradleychambers/2013/8/3/regular-people-have-no-idea-how-to-manage-photos-their-iphone",FALSE,FALSE
"76",26,"26: Three Phones Ago","http://arstechnica.com/staff/2005/11/1737/","John's old two-hard-drives article","arstechnica.com","/staff/2005/11/1737/",FALSE,FALSE
"77",26,"26: Three Phones Ago","http://www.studoesdesign.co.uk/work/osxivericks/","OS X Ivericks","www.studoesdesign.co.uk","/work/osxivericks/",FALSE,FALSE
"78",26,"26: Three Phones Ago","http://daringfireball.net/2013/06/wwdc_2013_expectations","Gruber on interface familiarity","daringfireball.net","/2013/06/wwdc_2013_expectations",FALSE,FALSE
"79",26,"26: Three Phones Ago","http://edgecasesshow.com/059-if-youre-a-file-system-geek.html","Edge Cases on filesystems","edgecasesshow.com","/059-if-youre-a-file-system-geek.html",FALSE,FALSE
"80",26,"26: Three Phones Ago","http://www.warbyparker.com/","Warby Parker","www.warbyparker.com","/",TRUE,FALSE
"81",26,"26: Three Phones Ago","https://twitter.com/tiffanyarment","@tiffanyarment","twitter.com","/tiffanyarment",FALSE,FALSE
"82",26,"26: Three Phones Ago","http://igloosoftware.com/atp","Igloo","igloosoftware.com","/atp",TRUE,FALSE
"83",27,"27: Overflow Gallery In The Bathroom","http://theoatmeal.com/comics/who_vs_whom","Casey's helpful fans","theoatmeal.com","/comics/who_vs_whom",FALSE,FALSE
"84",27,"27: Overflow Gallery In The Bathroom","http://techcrunch.com/2013/08/21/nearly-a-year-later-twitter-triggers-return-to-ifttt-with-official-support/","IFTTT and Twitter","techcrunch.com","/2013/08/21/nearly-a-year-later-twitter-triggers-return-to-ifttt-with-official-support/",FALSE,FALSE
"85",27,"27: Overflow Gallery In The Bathroom","http://www.theverge.com/2013/8/20/4638390/tivo-roamio-pro-review","The new TiVo","www.theverge.com","/2013/8/20/4638390/tivo-roamio-pro-review",FALSE,FALSE
"86",27,"27: Overflow Gallery In The Bathroom","http://www.amazon.com/gp/feature.html?ie=UTF8&docId=1000765261","Kindle Previewer","www.amazon.com","/gp/feature.html",FALSE,FALSE
"87",27,"27: Overflow Gallery In The Bathroom","http://vimeo.com/55205932","Serenity Caldwell at Cingleton 2012","vimeo.com","/55205932",FALSE,FALSE
"88",27,"27: Overflow Gallery In The Bathroom","http://www.autoblog.com/2013/08/21/bmw-m4-to-debut-in-detroit-lose-manual-transmission/","the M4","www.autoblog.com","/2013/08/21/bmw-m4-to-debut-in-detroit-lose-manual-transmission/",FALSE,FALSE
"89",27,"27: Overflow Gallery In The Bathroom","http://squarespace.com/atp","Squarespace","squarespace.com","/atp",TRUE,FALSE
"90",27,"27: Overflow Gallery In The Bathroom","http://www.audiblepodcast.com/atp","Audible","www.audiblepodcast.com","/atp",TRUE,FALSE
"91",28,"28: The Pit Of Irrelevance","http://soitscometothis.net/post/time-capsule-back-up-vs.-siracusa","Time Capsule vs. Siracusa","soitscometothis.net","/post/time-capsule-back-up-vs.-siracusa",FALSE,FALSE
"92",28,"28: The Pit Of Irrelevance","http://stratechery.com/2013/if-steve-ballmer-ran-apple/","Ben Thompson on Steve Ballmer","stratechery.com","/2013/if-steve-ballmer-ran-apple/",FALSE,FALSE
"93",28,"28: The Pit Of Irrelevance","http://kotaku.com/introducing-the-nintendo-2ds-no-thats-not-a-typo-1214807721","Nintendo 2DS announcement","kotaku.com","/introducing-the-nintendo-2ds-no-thats-not-a-typo-1214807721",FALSE,FALSE
"94",28,"28: The Pit Of Irrelevance","http://medialib.officialnintendomagazine.co.uk/screens/dir_603/image_60348_thumb_wide610.jpg","Side-by-side with 3DS, 3DS XL","medialib.officialnintendomagazine.co.uk","/screens/dir_603/image_60348_thumb_wide610.jpg",FALSE,FALSE
"95",28,"28: The Pit Of Irrelevance","http://www.joystiq.com/2012/03/19/kid-icarus-uprisings-3ds-stand-holds-up-to-scrutiny/","Kid Icarus: Uprising stand","www.joystiq.com","/2012/03/19/kid-icarus-uprisings-3ds-stand-holds-up-to-scrutiny/",FALSE,FALSE
"96",28,"28: The Pit Of Irrelevance","http://www.codinghorror.com/blog/2013/08/the-code-keyboard.html","Jeff Atwood's CODE Keyboard","www.codinghorror.com","/blog/2013/08/the-code-keyboard.html",FALSE,FALSE
"97",28,"28: The Pit Of Irrelevance","http://www.trulyergonomic.com","Truly-Ergonomic","www.trulyergonomic.com","",FALSE,FALSE
"98",28,"28: The Pit Of Irrelevance","http://www.marco.org/2013/08/13/ms-sculpt-ergo","Microsoft Sculpt Ergonomic Desktop","www.marco.org","/2013/08/13/ms-sculpt-ergo",FALSE,TRUE
"99",28,"28: The Pit Of Irrelevance","http://www.kinesis-ergo.com/freestyle2_mac.htm","Kinesis Freestyle 2 for Mac","www.kinesis-ergo.com","/freestyle2_mac.htm",FALSE,FALSE
"100",28,"28: The Pit Of Irrelevance","http://articles.marco.org/171","Microsoft Natural Ergonomic Keyboard 4000","articles.marco.org","/171",FALSE,TRUE
"101",28,"28: The Pit Of Irrelevance","http://notograph.net/atp","Notograph","notograph.net","/atp",FALSE,FALSE
"102",28,"28: The Pit Of Irrelevance","http://www.wordboxapp.com/","Wordbox","www.wordboxapp.com","/",FALSE,FALSE
"103",29,"29: Computerized Garden Gnome","http://www.macrumors.com/2013/08/29/new-videos-depict-champagne-and-graphite-iphone-5s-casings/","iPhone 5S colors","www.macrumors.com","/2013/08/29/new-videos-depict-champagne-and-graphite-iphone-5s-casings/",FALSE,FALSE
"104",29,"29: Computerized Garden Gnome","http://gigaom.com/2013/09/03/apple-tv-likely-on-its-way-for-a-september-10-launch/","The Apple TV shipment rumor","gigaom.com","/2013/09/03/apple-tv-likely-on-its-way-for-a-september-10-launch/",FALSE,FALSE
"105",29,"29: Computerized Garden Gnome","http://www.synology.com/us/index.php","Synology","www.synology.com","/us/index.php",FALSE,FALSE
"106",29,"29: Computerized Garden Gnome","http://www.omnigroup.com/blog/entry/update-no-upgrade-pricing-for-mac-app-store-purchases","The OmniKeyMaster Mac App Store saga","www.omnigroup.com","/blog/entry/update-no-upgrade-pricing-for-mac-app-store-purchases",FALSE,FALSE
"107",29,"29: Computerized Garden Gnome","http://stratechery.com/2013/the-deal-that-makes-no-sense/","Stratechery 1","stratechery.com","/2013/the-deal-that-makes-no-sense/",FALSE,FALSE
"108",29,"29: Computerized Garden Gnome","http://stratechery.com/2013/another-nokia-explanation-the-same-conclusion/","Stratechery 2","stratechery.com","/2013/another-nokia-explanation-the-same-conclusion/",FALSE,FALSE
"109",29,"29: Computerized Garden Gnome","http://www.asymco.com/2013/09/03/whos-buying-whom/","Asymco: Who's buying whom?","www.asymco.com","/2013/09/03/whos-buying-whom/",FALSE,FALSE
"110",29,"29: Computerized Garden Gnome","http://www.squarespace.com/atp","Squarespace","www.squarespace.com","/atp",TRUE,FALSE
"111",29,"29: Computerized Garden Gnome","http://hover.com/atp","Hover","hover.com","/atp",TRUE,FALSE
"112",30,"30: Full Frontal Thumb","http://www.apple.com/iphone-5c/","iPhone 5c","www.apple.com","/iphone-5c/",FALSE,FALSE
"113",30,"30: Full Frontal Thumb","http://www.apple.com/iphone-5s/","iPhone 5s","www.apple.com","/iphone-5s/",FALSE,FALSE
"114",30,"30: Full Frontal Thumb","http://www.snappycam.com/","SnappyCam","www.snappycam.com","/",FALSE,FALSE
"115",30,"30: Full Frontal Thumb","http://www.anandtech.com/show/7308/apple-iphone-5s-hands-on-video","AnandTech's Touch ID hands-on video","www.anandtech.com","/show/7308/apple-iphone-5s-hands-on-video",FALSE,FALSE
"116",30,"30: Full Frontal Thumb","http://images.apple.com/iphone-5c/design/images/cases_gallery_white_white.png","non","images.apple.com","/iphone-5c/design/images/cases_gallery_white_white.png",FALSE,FALSE
"117",30,"30: Full Frontal Thumb","http://images.apple.com/iphone-5c/design/images/band_cases_device_back.png","hon","images.apple.com","/iphone-5c/design/images/band_cases_device_back.png",FALSE,FALSE
"118",30,"30: Full Frontal Thumb","http://www.androidbeat.com/2013/09/say-hello-hideous-new-usb-3-0-cable-new-smartphone-tablet-will-come/","Micro-USB 3.0 connector","www.androidbeat.com","/2013/09/say-hello-hideous-new-usb-3-0-cable-new-smartphone-tablet-will-come/",FALSE,FALSE
"119",30,"30: Full Frontal Thumb","http://www.squarespace.com/atp","Squarespace","www.squarespace.com","/atp",TRUE,FALSE
"120",30,"30: Full Frontal Thumb","http://mailroute.net/atp","MailRoute","mailroute.net","/atp",FALSE,FALSE
"121",31,"31: Swimming In 16 GB Gold","http://www.snappycam.com/","SnappyCam","www.snappycam.com","/",FALSE,FALSE
"122",31,"31: Swimming In 16 GB Gold","http://www.imore.com/debug-20-ryan-nielsen-apple-and-os-x","the likelihood of a new Mac filesystem","www.imore.com","/debug-20-ryan-nielsen-apple-and-os-x",FALSE,FALSE
"123",31,"31: Swimming In 16 GB Gold","http://www.clublexus.com/forums/sc-400-300/554523-gold-emblems-2.html","Lexus","www.clublexus.com","/forums/sc-400-300/554523-gold-emblems-2.html",FALSE,FALSE
"124",31,"31: Swimming In 16 GB Gold","http://www.thecarstarz.com/vehicledetails.aspx?VID=143961612","trim","www.thecarstarz.com","/vehicledetails.aspx",FALSE,FALSE
"125",31,"31: Swimming In 16 GB Gold","http://seekingalpha.com/article/1694892-intel-and-apple-an-interesting-tidbit","Intel","seekingalpha.com","/article/1694892-intel-and-apple-an-interesting-tidbit",FALSE,FALSE
"126",31,"31: Swimming In 16 GB Gold","http://www.anandtech.com/show/7335/the-iphone-5s-review","Probably not","www.anandtech.com","/show/7335/the-iphone-5s-review",FALSE,FALSE
"127",31,"31: Swimming In 16 GB Gold","https://mixpanel.com/trends/#report/ios_7","Mixpanel","mixpanel.com","/trends/",FALSE,FALSE
"128",31,"31: Swimming In 16 GB Gold","http://david-smith.org/iosversionstats/","_DavidSmith","david-smith.org","/iosversionstats/",FALSE,FALSE
"129",31,"31: Swimming In 16 GB Gold","http://mailroute.net/atp","MailRoute","mailroute.net","/atp",FALSE,FALSE
"130",31,"31: Swimming In 16 GB Gold","http://www.squarespace.com/atp","Squarespace","www.squarespace.com","/atp",TRUE,FALSE
"131",32,"32: It Doesn't Bother Me","http://www.youtube.com/watch?v=JTpXVv-DaBQ","review of iOS 7","www.youtube.com","/watch",FALSE,FALSE
"132",32,"32: It Doesn't Bother Me","http://www.marco.org/2013/09/23/overcast-coming-soon","Overcast","www.marco.org","/2013/09/23/overcast-coming-soon",FALSE,TRUE
"133",32,"32: It Doesn't Bother Me","http://2013.xoxofest.com/","XOXO 2013","2013.xoxofest.com","/",FALSE,FALSE
"134",32,"32: It Doesn't Bother Me","http://en.wikipedia.org/wiki/Hofbr%C3%A4uhaus","Hofbräuhaus","en.wikipedia.org","/wiki/Hofbräuhaus",FALSE,FALSE
"135",32,"32: It Doesn't Bother Me","http://www.marco.org/2010/03/28/more-ideas-than-time-logarithmic-calendar-view","Marco's logarithmic calendar","www.marco.org","/2010/03/28/more-ideas-than-time-logarithmic-calendar-view",FALSE,TRUE
"136",32,"32: It Doesn't Bother Me","http://www.leancrew.com/all-this/2013/09/layers-2/","Dr. Drang on parallax","www.leancrew.com","/all-this/2013/09/layers-2/",FALSE,FALSE
"137",32,"32: It Doesn't Bother Me","http://f80.bimmerpost.com/forums/showthread.php?t=892746","the F80 M3/M4 specs","f80.bimmerpost.com","/forums/showthread.php",FALSE,FALSE
"138",32,"32: It Doesn't Bother Me","http://www.squarespace.com/atp","Squarespace","www.squarespace.com","/atp",TRUE,FALSE
"139",32,"32: It Doesn't Bother Me","https://ding.io/atp","Ding","ding.io","/atp",FALSE,FALSE
"140",33,"33: A 30-Minute Skip Button","http://www.macrumors.com/2013/10/03/os-x-mavericks-released-for-all-mac-developers-as-golden-master-seed/","this","www.macrumors.com","/2013/10/03/os-x-mavericks-released-for-all-mac-developers-as-golden-master-seed/",FALSE,FALSE
"141",33,"33: A 30-Minute Skip Button","http://browser.primatelabs.com/geekbench3/compare/86294?baseline=96082","Apparent new E5-1680 Mac Pro in Geekbench","browser.primatelabs.com","/geekbench3/compare/86294",FALSE,FALSE
"142",33,"33: A 30-Minute Skip Button","http://www.youtube.com/watch?v=Cfnomy9iIYE","many don't","www.youtube.com","/watch",FALSE,FALSE
"143",33,"33: A 30-Minute Skip Button","http://www.wired.com/gadgetlab/2013/09/laptop-battery/?cid=12494134","Laptop battery health","www.wired.com","/gadgetlab/2013/09/laptop-battery/",FALSE,FALSE
"144",33,"33: A 30-Minute Skip Button","http://www.macworld.com/article/2040832/a-new-mac-pro-what-wed-like-to-see.html","potential automatic battery conditioning","www.macworld.com","/article/2040832/a-new-mac-pro-what-wed-like-to-see.html",FALSE,FALSE
"145",33,"33: A 30-Minute Skip Button","http://www.igloosoftware.com/atp","Igloo","www.igloosoftware.com","/atp",TRUE,FALSE
"146",33,"33: A 30-Minute Skip Button","http://squarespace.com/atp","Squarespace","squarespace.com","/atp",TRUE,FALSE
"147",34,"34: Made The Dot Smaller","https://stripe.com/","Stripe","stripe.com","/",FALSE,FALSE
"148",34,"34: Made The Dot Smaller","https://www.dwolla.com/","Dwolla","www.dwolla.com","/",FALSE,FALSE
"149",34,"34: Made The Dot Smaller","https://square.com/cash","Square Cash","square.com","/cash",FALSE,FALSE
"150",34,"34: Made The Dot Smaller","http://vemedio.com/blog/posts/instacast-hd-rejected-over-flattr-integration","Instacast's 2012 rejection for Flattr integration","vemedio.com","/blog/posts/instacast-hd-rejected-over-flattr-integration",FALSE,FALSE
"151",34,"34: Made The Dot Smaller","http://squarespace.com/atp","Squarespace","squarespace.com","/atp",TRUE,FALSE
"152",34,"34: Made The Dot Smaller","http://www.audiblepodcast.com/atp","Audible","www.audiblepodcast.com","/atp",TRUE,FALSE
"153",35,"35: Sea-Level Executives","http://voices.yahoo.com/louis-vuitton-history-behind-purse-53285.html?cat=46","Louis Vuitton logo","voices.yahoo.com","/louis-vuitton-history-behind-purse-53285.html",FALSE,FALSE
"154",35,"35: Sea-Level Executives","http://www.macrumors.com/2013/10/13/apple-predicted-to-release-ultra-slim-12-inch-macbook-with-retina-display-in-mid-2014/","a potential 12"" Retina MacBook Pro","www.macrumors.com","/2013/10/13/apple-predicted-to-release-ultra-slim-12-inch-macbook-with-retina-display-in-mid-2014/",FALSE,FALSE
"155",35,"35: Sea-Level Executives","http://filetransporter.com/atp","Transporter","filetransporter.com","/atp",TRUE,FALSE
"156",35,"35: Sea-Level Executives","http://squarespace.com/atp","Squarespace","squarespace.com","/atp",TRUE,FALSE
"157",36,"36: A Weird One","http://arstechnica.com/apple/2013/10/os-x-10-9/","The John Siracusa Mavericks review is up","arstechnica.com","/apple/2013/10/os-x-10-9/",FALSE,FALSE
"158",36,"36: A Weird One","http://www.youtube.com/watch?v=VpZmIiIXuZ0","the dots video","www.youtube.com","/watch",FALSE,FALSE
"159",36,"36: A Weird One","http://en.wikipedia.org/wiki/List_of_Intel_Xeon_microprocessors#.22Ivy_Bridge-EP.22_.2822_nm.29_Efficient_Performance","CPU options","en.wikipedia.org","/wiki/List_of_Intel_Xeon_microprocessors",FALSE,FALSE
